"DBN","school_name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","AP Test Takers","Total Exams Taken","Number of Exams with scores 3 4 or 5","exams_per_student","high_score_percent","CSD","SCHOOL CODE","avg_class_size","avg_largest_class","avg_smallest_class","frl_percent","ell_percent","sped_percent","asian_per","black_per","hispanic_per","white_per","male_per","female_per","total_enrollment","Total Grads - % of cohort","Dropped Out - % of cohort","lat","long"
"04M635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",48,369,369,357,1095,NA,NA,NA,NA,NA,4,"M635",26.1733333333333,29.2666666666667,23.1333333333333,62.7,13.5,18.8,4.2,27.6,65.6,2.1,62,38,192,41.3,20,NA,NA
"04M680","HERITAGE SCHOOL, THE",31,358,351,345,1054,NA,NA,NA,NA,NA,4,"M680",20.6928571428571,25.1428571428571,16.0714285714286,71.8,6.8,24.8,0.3,28.9,69.4,1,48.6,51.4,294,56,9.3,40.7918796180005,-73.9465863999997
"05M285","HARLEM RENAISSANCE HIGH SCHOOL",29,357,318,333,1008,NA,NA,NA,NA,NA,5,"M285",17.2083333333333,19.3333333333333,15.5833333333333,67.6,9.5,10.8,0.5,62.2,36.9,0.5,39.2,60.8,222,12.3,22.2,NA,NA
"05M304","MOTT HALL HIGH SCHOOL",54,413,399,398,1210,11,11,NA,1,NA,5,"M304",25.64,31,19.8666666666667,78.5,8.7,15.5,0.9,35,63.8,0.2,53.5,46.5,426,69.8,7.3,40.8173610460005,-73.9477084209997
"05M362","COLUMBIA SECONDARY SCHOOL FOR MATH, SCIENCE, AND ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M362",25.3666666666667,25.8333333333333,24.5,46.3,0.6,0.4,11.6,20,48.5,18.4,49.6,50.4,474,NA,NA,40.8109178530005,-73.9569273869997
"05M367","ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL",33,354,366,342,1062,17,17,NA,1,NA,5,"M367",23.4307692307692,26.6923076923077,20,67,9.9,21.6,0.5,61.4,38.1,0,48.7,51.3,425,NA,NA,40.8152303650004,-73.9552012059996
"05M369","URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS",56,360,353,364,1077,NA,NA,NA,NA,NA,5,"M369",24.2384615384615,27.3846153846154,21.3076923076923,77.7,6.1,16.6,0.5,59.1,38.2,0.8,25.4,74.6,374,69.4,16.1,40.8152303650004,-73.9552012059996
"05M469","CHOIR ACADEMY OF HARLEM",20,354,360,385,1099,6,6,NA,1,NA,5,"M469",22.55,26.375,18.5625,81.9,2,13.3,0.3,76.1,22.5,0.6,39.8,60.2,347,56.4,10.3,NA,NA
"05M499","FREDERICK DOUGLASS ACADEMY",214,458,474,442,1374,163,226,159,1.38650306748466,70.353982300885,5,"M499",26.68125,31.625,19.6875,57.6,2.4,8.9,1.2,74.4,22.8,1.3,52.2,47.8,1556,82.6,3.5,40.8243083850004,-73.9369796129997
"05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE",66,396,402,404,1202,37,38,NA,1.02702702702703,NA,5,"M670",22.9933333333333,26.0666666666667,20.3333333333333,65.1,1.4,10,0.2,78.1,20.9,0.2,44.1,55.9,580,68.4,10.5,40.8153648290005,-73.9438967099997
"05M685","BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",61,369,361,355,1085,NA,NA,NA,NA,NA,5,"M685",22.8133333333333,27.0666666666667,18,71.8,17.6,21,0.4,53.2,45.4,0.6,48.9,51.1,524,37.2,18.2,NA,NA
"05M692","HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",101,605,654,588,1847,114,124,71,1.08771929824561,57.258064516129,5,"M692",21.68125,25.625,17.4375,18.5,0,0,36.2,15,21.2,26.1,65.8,34.2,406,95.3,0,40.8211231120005,-73.9488452439996
"06M293","CITY COLLEGE ACADEMY OF THE ARTS",60,408,446,416,1270,NA,NA,NA,NA,NA,6,"M293",23.6357142857143,27.5714285714286,18.7857142857143,71.6,6.1,13.1,0.7,6,92,1.2,39.6,60.4,586,NA,NA,40.8611133190005,-73.9304521489997
"06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",55,362,376,367,1105,NA,NA,NA,NA,NA,6,"M346",27.0692307692308,31.3846153846154,22.7692307692308,78.8,30,17.3,0.2,5.2,93.8,0.8,52.3,47.7,520,NA,NA,40.8335552190005,-73.9418042119996
"06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",70,380,395,399,1174,NA,NA,NA,NA,NA,6,"M348",28.06,31.5,23.7,87.5,19.6,18.1,0,2.3,96.7,0.3,55.8,44.2,602,NA,NA,40.8488787880005,-73.9308065169997
"06M423","HIGH SCHOOL FOR EXCELLENCE AND INNOVATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"M423",17,18,16,99.2,19.7,34.3,0,25.8,72.5,0,52.8,47.2,178,NA,NA,40.8660455490005,-73.9248566419997
"06M457","GEORGE WASHINGTON YABC",7,394,357,346,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06M462","HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE",76,365,384,378,1127,108,135,43,1.25,31.8518518518519,6,"M462",26.0375,30.5,20.5625,89.3,43,13.7,0.5,5.2,91.4,1.4,63.8,36.2,630,74.1,9.2,40.8559383070005,-73.9270296339997
"06M463","HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS",63,369,380,349,1098,37,64,NA,1.72972972972973,NA,6,"M463",23.36875,28.6875,17.5625,83.8,26.9,17,1,10.7,87.1,0.5,63.5,36.5,572,62.7,12.4,40.8559383070005,-73.9270296339997
"06M467","HIGH SCHOOL FOR LAW AND PUBLIC SERVICE",94,363,378,361,1102,141,212,82,1.50354609929078,38.6792452830189,6,"M467",24.9666666666667,31,19.0555555555556,72.5,32,16.7,1,13,84.4,1.3,58.6,41.4,694,71.3,9.4,40.8559383070005,-73.9270296339997
"06M468","HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES",24,400,422,402,1224,32,38,17,1.1875,44.7368421052632,6,"M468",27.63125,31.3125,22.4375,90.7,31.2,13.8,0.7,13.7,83.8,1,52.7,47.3,679,55.7,20.9,40.8559383070005,-73.9270296339997
"06M540","A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL",228,430,456,423,1309,165,222,72,1.34545454545455,32.4324324324324,6,"M540",30.0421052631579,32.6842105263158,23.8421052631579,76.3,2.3,5.5,4,32.8,62.3,0.7,49.9,50.1,1285,71.2,3,40.8183212690005,-73.9506138279996
"06M552","GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS",56,339,349,326,1014,88,138,73,1.56818181818182,52.8985507246377,6,"M552",25.4307692307692,29.5384615384615,20.8461538461538,92.8,89.6,0,0,0,99.8,0,48.9,51.1,472,81.3,8.8,40.8380323220005,-73.9383710179996
"07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL",65,364,378,348,1090,63,89,24,1.41269841269841,26.9662921348315,7,"X221",21.3866666666667,25.2666666666667,17.3333333333333,72.9,8.8,19.3,0.6,29.9,68.8,0.5,47.4,52.6,622,80,3.8,40.8140108160005,-73.9208365169996
"07X321","CROTONA ACADEMY HIGH SCHOOL",9,379,364,382,1125,NA,NA,NA,NA,NA,7,"X321",18.1416666666667,22,14.75,78.3,2.4,6.5,0.8,42.7,54,0.8,31.5,68.5,124,14.3,17.9,NA,NA
"07X334","INTERNATIONAL COMMUNITY HIGH SCHOOL",34,310,324,311,945,NA,NA,NA,NA,NA,7,"X334",16.2,19.5,12.3571428571429,77.5,90.1,1.8,4.8,20.1,71.8,2,48.6,51.4,393,NA,NA,40.8100361920005,-73.9178124819997
"07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"X379",23.8153846153846,25.6153846153846,21.8461538461538,71.7,3,7.6,0.5,40.9,56.6,1,36.9,63.1,198,10,16,NA,NA
"07X381","BRONX HAVEN HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7,7.8,8.5,0.7,35.9,62.7,0.7,37.3,62.7,153,NA,NA,NA,NA
"07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,NA,NA,NA,NA,NA,7,"X427",22.64375,24.5,19.875,82.7,13.2,19.7,0.6,32.3,65.5,0.9,49.2,50.8,319,64.2,19.8,40.8160844810005,-73.9303238389996
"07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,NA,NA,NA,NA,NA,7,"X473",24.3428571428571,27,21.3571428571429,78.5,9.6,18.5,1.1,22.6,76,0,50.1,49.9,363,63.8,14.5,40.8181735360005,-73.9110926629996
"07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,NA,NA,NA,NA,NA,7,"X495",26.8857142857143,30.1428571428571,22.0714285714286,90.1,3.7,5.2,2.6,18.1,78.1,1.3,43.2,56.8,465,NA,NA,40.8181735360005,-73.9110926629996
"07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,64,107,39,1.671875,36.4485981308411,7,"X500",21.3555555555556,24.1666666666667,18.7777777777778,68.3,5.6,11.9,2,24,72.7,0.7,45.2,54.8,538,83.6,1.6,40.8149553420005,-73.9125195419997
"07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,13,13,12,1,92.3076923076923,7,"X520",23.2125,27,19.3125,89.9,21.9,22.5,3.2,26,68.8,1,45.3,54.7,311,60.3,7.4,40.8111388560005,-73.9097871269996
"07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,30,30,NA,1,NA,7,"X527",24.4066666666667,27.2,20.4,77,14.1,18.5,1.4,41.2,56,1,54,46,502,72.5,14.7,40.8227764900005,-73.9235227939997
"07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,18,18,NA,1,NA,7,"X547",24.1545454545455,25.7272727272727,22.1818181818182,90.4,15.7,25.1,0.5,30.3,68.1,0.5,57.7,42.3,383,44.4,17.3,40.8227764900005,-73.9235227939997
"07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,NA,NA,NA,NA,NA,7,"X548",25.5388888888889,28.2777777777778,22.6666666666667,74.3,5,18.7,0.4,26.6,70.4,0.4,84.3,15.7,477,79.3,6.1,40.8227764900005,-73.9235227939997
"07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,53,92,37,1.73584905660377,40.2173913043478,7,"X551",23.12,28.5333333333333,17.7333333333333,79.1,9.4,24,0.5,34.1,64.3,0.9,44.5,55.5,555,73.7,6.6,40.8133593030005,-73.9255365149996
"07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,11,11,NA,1,NA,7,"X600",27.3,33.0714285714286,18.9285714285714,76.7,9.1,22,1.4,35.9,61.5,0.7,92.7,7.3,738,40.8,18,40.8182468890005,-73.9197356779997
"07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,77,126,NA,1.63636363636364,NA,7,"X655",23.6294117647059,28.4117647058824,17.0588235294118,75.7,17,26.1,1.2,32.4,64.9,0.8,79.6,20.4,663,48.5,21.6,NA,NA
"07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,61,117,29,1.91803278688525,24.7863247863248,7,"X670",25.7333333333333,30.6666666666667,19.1333333333333,77.8,10.4,19.6,3.1,39.2,56.9,0.5,28.6,71.4,587,69.4,18.7,40.8160844810005,-73.9303238389996
"08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"X269",27.2285714285714,30.2857142857143,24.2857142857143,85.6,9.2,13.4,1.2,22.4,74.8,1,44,56,500,NA,NA,40.8206236370005,-73.8930735189996
"08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,407,386,378,1171,21,22,NA,1.04761904761905,NA,8,"X282",22,25.6666666666667,18.1333333333333,72.2,2.6,15.6,2.9,45.9,46.4,2.4,0.3,99.7,379,66.7,16,40.8149183400005,-73.8565655349997
"08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,22,29,14,1.31818181818182,48.2758620689655,8,"X293",25.8266666666667,30.6666666666667,19.8666666666667,66.4,4.5,21.7,2.6,25.4,63.8,7.7,38,62,469,65.8,13.7,40.8405139770005,-73.8381209599996
"08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,NA,NA,NA,NA,NA,8,"X295",21.7,27.4705882352941,15.5294117647059,74.6,11.5,24.1,5.6,33.1,59.4,1,60,40,478,40.5,13.2,NA,NA
"08X305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES",67,337,361,340,1038,NA,NA,NA,NA,NA,8,"X305",19.6769230769231,22.5384615384615,16.6923076923077,75.8,15.9,27.3,2.5,26.2,69.9,1.4,66,34,359,56.4,17.8,40.8223037650005,-73.8559613899996
"08X312","MILLENNIUM ART ACADEMY",67,387,402,375,1164,35,55,NA,1.57142857142857,NA,8,"X312",28.1571428571429,32,22.4285714285714,74.2,5.4,20.4,1.8,32.5,64.3,1,49.2,50.8,496,58.3,9.3,40.8223037650005,-73.8559613899996
"08X332","HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH",39,363,371,350,1084,20,28,NA,1.4,NA,8,"X332",19.6882352941176,22.9411764705882,16.2352941176471,79.6,12.6,18,0.9,39.9,56.8,0.6,49.2,50.8,333,57.3,14.6,40.8174394460005,-73.8980492059997
"08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.3,2.6,22,2.8,35,60.2,2,62,38,500,NA,NA,40.8149183400005,-73.8565655349997
"08X376","ANTONIA PANTOJA PREPARATORY ACADEMY, A COLLEGE BOARD SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"X376",23.5,24,23,81.3,7.4,24.1,4.9,27.8,66,0.7,47,53,432,NA,NA,40.8223037650005,-73.8559613899996
"08X377","BRONX COMMUNITY HIGH SCHOOL",9,367,369,376,1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9,4.5,5,1,33,63.5,1,50.5,49.5,200,12.7,24.1,NA,NA
"08X405","HERBERT H. LEHMAN HIGH SCHOOL",415,412,436,393,1241,430,532,197,1.23720930232558,37.0300751879699,8,"X405",27.4842105263158,32.9473684210526,15.4210526315789,66.8,9.2,20.9,6.8,23,60.6,9,61.1,38.9,3593,44.6,21.2,40.8405139770005,-73.8381209599996
"08X408","HERBERT H. LEHMAN YABC",6,402,373,413,1188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08X432","BRONX BRIDGES HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"X432",19.08,21,17.2,87.2,79.4,7.7,5.2,8.4,83.2,2.6,52.3,47.7,155,NA,NA,40.8223037650005,-73.8559613899996
"08X452","BRONX GUILD",39,369,371,365,1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.2,7.2,23,3.9,33.8,61.3,0.7,49.5,50.5,305,62.5,6.3,40.8223037650005,-73.8559613899996
"08X507","STEVENSON YABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08X519","FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356,1099,NA,NA,NA,NA,NA,8,"X519",24.01875,28.9375,19.4375,72.3,14,20.9,1.4,21.8,76,0.6,43,57,363,52.5,17.2,40.8211707700005,-73.8811363459996
"08X530","BANANA KELLY HIGH SCHOOL",54,373,381,377,1131,NA,NA,NA,NA,NA,8,"X530",25.2846153846154,30,20.5384615384615,81.9,13.5,25.7,0.7,32.6,65.4,1.1,49.9,50.1,451,41.7,23.1,40.8174394460005,-73.8980492059997
"08X537","BRONX ARENA HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08X540","SCHOOL FOR COMMUNITY RESEARCH AND LEARNING",16,366,400,368,1134,9,9,NA,1,NA,8,"X540",18.5,22.1333333333333,15.4,83.8,11,28.3,4.7,28.8,64.9,1,57.1,42.9,191,49.4,15.7,NA,NA
"08X560","HIGH SCHOOL X560 s BRONX ACADEMY HIGH SCHOOL",9,404,368,399,1171,NA,NA,NA,NA,NA,8,"X560",27.5833333333333,30.0833333333333,23.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,17,NA,NA
"08X650","JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS",78,377,359,376,1112,44,69,8,1.56818181818182,11.5942028985507,8,"X650",24.4833333333333,30.25,16.6666666666667,85.7,11.2,22.2,1.5,36.8,60.8,0.3,28.3,71.7,717,43,25.8,NA,NA
"09X227","BRONX EXPEDITIONARY LEARNING HIGH SCHOOL",39,324,376,349,1049,NA,NA,NA,NA,NA,9,"X227",22.7142857142857,28.3571428571429,17.3571428571429,83.9,29.3,21.1,1.1,27.9,69.3,0.8,50.1,49.9,355,57.3,8.3,40.8403733980005,-73.9108380079996
"09X231","EAGLE ACADEMY FOR YOUNG MEN",78,373,387,374,1134,32,44,11,1.375,25,9,"X231",25.4733333333333,30.3333333333333,19.8666666666667,60.4,4,24.2,0.7,63.1,33.8,0.5,100,0,550,63,4,40.8451853270005,-73.8969806679996
"09X239","URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP FOR YOUNG MEN, THE",33,372,355,357,1084,9,9,NA,1,NA,9,"X239",21.2529411764706,23.2352941176471,19.2941176470588,50.2,19.9,27.7,0.7,56.7,40.4,0.7,100,0,141,41.9,24.3,NA,NA
"09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",80,411,464,415,1290,16,16,NA,1,NA,9,"X241",21.5294117647059,25,17.8235294117647,79.5,9.4,14.7,2.6,32,63.4,1.5,49.3,50.7,606,NA,NA,40.8393271260005,-73.9013097899996
"09X250","EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL",50,393,394,382,1169,90,146,11,1.62222222222222,7.53424657534247,9,"X250",24.6076923076923,29.3846153846154,20.3846153846154,62.9,8.1,18.8,0.6,40.7,58.1,0.3,46.6,53.4,356,60,5,40.8337385590005,-73.9024482449997
"09X252","MOTT HALL BRONX HIGH SCHOOL",67,369,367,356,1092,NA,NA,NA,NA,NA,9,"X252",27.7142857142857,31.8571428571429,23.8571428571429,58.9,8.8,15.5,1.1,24.3,73.7,0.8,45.8,54,354,77.6,1.9,40.8393271260005,-73.9013097899996
"09X260","BRONX CENTER FOR SCIENCE AND MATHEMATICS",81,459,480,457,1396,62,80,35,1.29032258064516,43.75,9,"X260",22.6705882352941,28.8235294117647,16.3529411764706,70,1.6,14,5.9,24.3,68.7,1.1,46.2,53.8,444,88,4,40.8337385590005,-73.9024482449997
"09X263","VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL",74,356,363,356,1075,7,7,NA,1,NA,9,"X263",26.2857142857143,29.1428571428571,22.7857142857143,76.1,12.1,16.2,1.1,34.2,63.8,0.3,44.1,55.9,365,75,11.7,40.8393271260005,-73.9013097899996
"09X276","LEADERSHIP INSTITUTE",30,361,353,367,1081,17,17,7,1,41.1764705882353,9,"X276",22.1,25.7058823529412,18,94.8,16.5,16.1,1.7,33,63.5,1.3,52.2,47.8,230,53.7,20.9,40.8412708780005,-73.8979786769996
"09X297","MORRIS ACADEMY FOR COLLABORATIVE STUDIES",38,386,386,376,1148,NA,NA,NA,NA,NA,9,"X297",22.8466666666667,27.6666666666667,18,79.1,19.1,22.4,0.4,26,73.1,0.4,53.8,46.2,450,67.7,15.2,40.8276026690005,-73.9044752569996
"09X324","BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"X324",27.9625,30,26,79.4,11,16.2,3,32,64.5,0.2,48.5,51.5,493,NA,NA,40.8287141800005,-73.9177557019996
"09X329","DREAMYARD PREPARATORY SCHOOL",51,382,365,391,1138,15,15,NA,1,NA,9,"X329",22.8857142857143,28.7857142857143,15.8571428571429,80,24.4,19.5,0,26.9,69.9,0.3,44.1,55.9,349,43,16.1,40.8403733980005,-73.9108380079996
"09X365","ACADEMY FOR LANGUAGE AND TECHNOLOGY",54,315,339,297,951,20,20,20,1,100,9,"X365",23.7142857142857,28,18.3571428571429,85.7,86.6,0.9,0,0.6,99.4,0,48.8,51.2,336,NA,NA,40.8491021680005,-73.9160884409997
"09X403","BRONX INTERNATIONAL HIGH SCHOOL",49,314,312,339,965,NA,NA,NA,NA,NA,9,"X403",15.6111111111111,22,12.4444444444444,82.3,87.1,1.2,1,22.8,72.2,3.7,45.7,54.3,403,65.9,4.5,40.8276026690005,-73.9044752569996
"09X404","SCHOOL FOR EXCELLENCE",32,363,360,351,1074,NA,NA,NA,NA,NA,9,"X404",24.3,30.2,20.9,81.4,20.7,26.2,0.3,34.5,64.5,0,52.3,47.7,386,54.6,9.3,40.8276026690005,-73.9044752569996
"09X412","BRONX HIGH SCHOOL OF BUSINESS",34,356,376,351,1083,26,31,9,1.19230769230769,29.0322580645161,9,"X412",23.1846153846154,29.3076923076923,17.2307692307692,77.6,23.2,23.2,0.7,38.7,59.9,0.5,54.9,45.1,401,49.1,16.4,40.8403733980005,-73.9108380079996
"09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE",64,400,419,402,1221,NA,NA,NA,NA,NA,9,"X413",26.0357142857143,30.3571428571429,21.5,76.9,5.7,8.6,5.3,36.7,57.8,0.2,42.2,57.8,455,83.5,1,40.8403733980005,-73.9108380079996
"09X414","JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS",35,379,364,379,1122,18,18,NA,1,NA,9,"X414",24.6909090909091,29.7272727272727,19.1818181818182,77.7,38.5,20.9,0.5,22.3,75.4,1.6,53.4,46.6,382,45.5,4.1,NA,NA
"09X505","BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",80,404,418,402,1224,45,55,27,1.22222222222222,49.0909090909091,9,"X505",27.7666666666667,31.3333333333333,23.1428571428571,66.2,6.6,14,2,30.4,66.2,1,45.9,54.1,763,77,4.1,40.8275893670005,-73.9186681599996
"09X517","FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL",50,368,384,369,1121,26,36,NA,1.38461538461538,NA,9,"X517",22.95625,27.5,17.5625,79.7,6.4,17.7,1.1,56.2,41.4,0.4,51.5,48.5,532,78.2,1.1,40.8341672500004,-73.9040329479997
"09X525","BRONX LEADERSHIP ACADEMY HIGH SCHOOL",114,384,394,388,1166,40,42,8,1.05,19.047619047619,9,"X525",26.86875,30.6875,22.8125,76.9,9.6,20.3,0.7,41.1,57,0,43.3,56.7,705,68.5,18.5,40.8435811950005,-73.9032200379996
"09X543","HIGH SCHOOL FOR VIOLIN AND DANCE",27,353,315,371,1039,NA,NA,NA,NA,NA,9,"X543",22.5,24.5,20.625,84.3,8.7,22.3,0.3,36.8,62.5,0,14.6,85.4,323,78.7,4.3,40.8276026690005,-73.9044752569996
"10X141","RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141)",113,438,455,440,1333,133,184,119,1.38345864661654,64.6739130434783,10,"X141",26.7941176470588,30.7058823529412,21.3529411764706,39.7,6.7,15.2,8.8,13,53,24.9,51.8,48.2,1337,86.7,3.7,40.8883728490005,-73.9140932039997
"10X213","BRONX ENGINEERING AND TECHNOLOGY ACADEMY",86,373,412,365,1150,107,228,10,2.13084112149533,4.3859649122807,10,"X213",22.0230769230769,25.7692307692308,18.6923076923077,79.8,15.5,21.4,5.2,29.5,64.2,0.9,82.7,17.3,444,75.3,5.5,40.8770494430005,-73.9123365989997
"10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL",59,405,391,394,1190,17,27,NA,1.58823529411765,NA,10,"X225",25.04,26.7333333333333,23.2666666666667,67.4,4.4,18.9,1.1,27.3,69.7,1.1,30.9,69.1,524,93.5,1.6,40.8546465990005,-73.8966455529996
"10X237","THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",79,382,393,382,1157,15,15,NA,1,NA,10,"X237",25.8125,32.0625,19.875,71.5,6.7,15.6,1.5,35.6,57.4,3.3,16.5,83.5,540,73.1,4.5,40.8759754490005,-73.9012348919997
"10X243","WEST BRONX ACADEMY FOR THE FUTURE",26,382,406,370,1158,25,29,14,1.16,48.2758620689655,10,"X243",25.0428571428571,27.9285714285714,21.3571428571429,86.3,13.2,19.5,3.5,24.7,69.5,1.3,57.9,42.1,636,48.6,16.7,40.8600122210005,-73.8882296039997
"10X268","KINGSBRIDGE INTERNATIONAL HIGH SCHOOL",52,304,356,302,962,32,37,NA,1.15625,NA,10,"X268",29.6285714285714,32.4285714285714,27,95.1,88.7,0.4,6.8,5.4,84.7,3,52.3,47.7,497,56.8,11,40.8703774670005,-73.8981629519997
"10X284","BRONX SCHOOL OF LAW AND FINANCE",54,402,395,385,1182,21,27,NA,1.28571428571429,NA,10,"X284",23.3588235294118,28.9411764705882,16.7647058823529,74.2,7.1,15.2,0.7,31.5,65.2,2.6,56.6,43.4,422,58.6,19.2,40.8770494430005,-73.9123365989997
"10X319","PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"X319",16.9571428571429,22,14.5714285714286,81.8,5.2,16.4,0,37.6,61.5,0.5,40.4,59.6,213,21.2,21.2,NA,NA
"10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS",49,300,333,301,934,55,73,45,1.32727272727273,61.6438356164384,10,"X342",23.7230769230769,28.7692307692308,16.6153846153846,78.3,79.9,4.6,0.2,0,99.8,0,49,51,606,59,12,40.8703774670005,-73.8981629519997
"10X368","INsTECH ACADEMY (M.S. / HIGH SCHOOL 368)",111,390,408,383,1181,40,54,17,1.35,31.4814814814815,10,"X368",26.2666666666667,30.6,20.1333333333333,77.9,12.1,14.3,4,11.9,81.9,2,48.9,51.1,1126,62.6,12.2,40.8800500930005,-73.9092090479997
"10X374","KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA)",61,392,401,387,1180,NA,NA,NA,NA,NA,10,"X374",22.75,28.4444444444444,17.1111111111111,75.3,9.3,11.1,0.9,35.2,59.9,3.1,47.2,52.8,324,NA,NA,40.8600122210005,-73.8882296039997
"10X397","ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS)",38,343,356,330,1029,NA,NA,NA,NA,NA,10,"X397",17.94,21.4,14.5,92.8,80.4,0,7,16.5,72.5,1.9,55.7,44.3,316,NA,NA,NA,NA
