"DBN","school_name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","AP Test Takers","Total Exams Taken","Number of Exams with scores 3 4 or 5","exams_per_student","high_score_percent","CSD","SCHOOL CODE","avg_class_size","avg_largest_class","avg_smallest_class","frl_percent","ell_percent","sped_percent","asian_per","black_per","hispanic_per","white_per","male_per","female_per","total_enrollment","Total Grads - % of cohort","Dropped Out - % of cohort","lat","long"
"28Q350","JAMAICA GATEWAY TO THE SCIENCES",25,430,452,425,1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,4.5,7.1,45.1,36.6,15.2,2.7,46.4,53.6,224,NA,NA,40.7135774590005,-73.7965178249996
"28Q440","FOREST HILLS HIGH SCHOOL",762,456,497,454,1407,733,1116,526,1.5225102319236,47.1326164874552,28,"Q440",31.2058823529412,35.5882352941176,19.2941176470588,41.2,8.9,11.3,26.5,9,30.2,33.7,48.1,51.9,3834,84.6,2.5,40.7294315720005,-73.8456290729997
"28Q470","JAMAICA HIGH SCHOOL",90,342,368,353,1063,64,76,8,1.1875,10.5263157894737,28,"Q470",25.4578947368421,31.4736842105263,16.3157894736842,55.8,29.4,14,31,41.7,25.9,1.1,58.9,41.1,564,48.2,18.8,NA,NA
"28Q505","HILLCREST HIGH SCHOOL",462,395,413,386,1194,241,362,50,1.50207468879668,13.8121546961326,28,"Q505",28.8857142857143,31.9285714285714,21.7142857142857,65,15,9,36.5,36.6,22.8,2.9,46.1,53.9,3103,64,12.4,40.7087575550005,-73.8021274859997
"28Q620","THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",422,452,478,442,1372,183,244,100,1.33333333333333,40.9836065573771,28,"Q620",29.6166666666667,32.8333333333333,20.3333333333333,54.3,1.4,11.4,50.9,23.7,21.1,3.2,65.1,34.9,2252,84.9,5.4,40.7158762610005,-73.7988223889997
"28Q680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL",99,513,523,502,1538,89,136,57,1.52808988764045,41.9117647058824,28,"Q680",27.6111111111111,31.4444444444444,21.6111111111111,55.8,0.1,1.7,36.5,44.8,15.7,2.7,38.1,61.9,783,93.2,0,40.7188100940005,-73.8065004549997
"28Q686","QUEENS METROPOLITAN HIGH SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"Q686",29.55,30.5,27.5,47.3,3.6,16,12.1,4.8,38.6,40.4,49.6,50.4,663,NA,NA,40.7104355480005,-73.8506301549996
"28Q687","QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE",121,612,660,596,1868,215,338,275,1.57209302325581,81.3609467455621,28,"Q687",26.0066666666667,31.2666666666667,20.4,25.6,0.2,0.2,74.4,10.5,7.9,6.7,56.5,43.5,418,95.3,0,40.7009987670005,-73.7981535239996
"28Q690","HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY",74,406,406,384,1196,19,19,NA,1,NA,28,"Q690",29.34375,32.75,25.375,58.3,2.1,16.6,8.4,73.7,15.1,1.3,53,47,536,76.2,7.9,40.6861780830005,-73.7840829749996
"28Q896","YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",68,439,445,432,1316,6,6,NA,1,NA,28,"Q896",21.8714285714286,26.9285714285714,16.4285714285714,56.9,2.7,9,21,57.3,18.4,2.4,0,100,510,NA,NA,40.7082078260005,-73.8040779459997
"29Q248","QUEENS PREPARATORY ACADEMY",52,360,380,359,1099,15,15,NA,1,NA,29,"Q248",25.6533333333333,28.8666666666667,22.2,52.6,4.5,11.3,5.2,84.4,8.2,0.9,56,44,441,71.6,10.5,40.6682322880005,-73.7568398939996
"29Q259","PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL",46,401,397,375,1173,29,71,NA,2.44827586206897,NA,29,"Q259",25.775,29.6666666666667,21.6666666666667,48.8,2.3,16,2.2,94.2,2.9,0.7,53.3,46.7,555,81.3,9.4,40.7063876580005,-73.7535300219997
"29Q265","EXCELSIOR PREPARATORY HIGH SCHOOL",49,402,398,402,1202,NA,NA,NA,NA,NA,29,"Q265",25.2777777777778,28.8888888888889,21.9444444444444,50.8,2.3,14.7,4.3,82.8,9.7,0.5,56.9,43.1,443,60.4,2.2,40.6682322880005,-73.7568398939996
"29Q272","GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES",59,436,427,424,1287,14,21,NA,1.5,NA,29,"Q272",28.26875,32.5,21.6875,45,1.7,9.1,9.3,73.8,14.1,1.3,47.3,52.7,474,78.6,2.9,40.6682322880005,-73.7568398939996
"29Q283","PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL",43,370,367,363,1100,40,43,NA,1.075,NA,29,"Q283",23.8375,26.5,21,51.2,1.9,14.4,3.4,84.1,10.4,0.8,43.1,56.9,473,77.8,13.9,40.6682322880005,-73.7568398939996
"29Q326","CAMBRIA HEIGHTS ACADEMY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"Q326",22.3,23.2,21.4,71.1,2,13.6,3.4,87.1,7.5,2,55.1,44.9,147,NA,NA,40.7118182200005,-73.7711918759996
"29Q492","MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",78,400,426,394,1220,22,31,8,1.40909090909091,25.8064516129032,29,"Q492",23.525,28.375,17.375,47.9,5.1,10.4,6.8,79.6,11.9,0.7,60.4,39.6,412,67.6,9.3,40.6955363360005,-73.7349183419997
"29Q494","LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",52,385,377,377,1139,NA,NA,NA,NA,NA,29,"Q494",28.1588235294118,31.5294117647059,24.0588235294118,45.1,2.9,13.9,4.4,83.3,10.6,0.9,48.7,51.3,454,57.6,10.4,NA,NA
"29Q496","BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL",49,379,414,359,1152,NA,NA,NA,NA,NA,29,"Q496",31.6666666666667,34.9333333333333,27.8666666666667,43.5,6.5,19,6.2,85.3,5.4,0.8,67.1,32.9,353,44.8,19,NA,NA
"29Q498","HUMANITIES & ARTS MAGNET HIGH SCHOOL",62,393,381,377,1151,NA,NA,NA,NA,NA,29,"Q498",28.2076923076923,31.3846153846154,24,51.5,3.5,14.8,4,85.9,8.5,1.5,42.8,57.2,481,76.6,6.4,40.6955363360005,-73.7349183419997
"30Q286","YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"Q286",21.5714285714286,23,20.2857142857143,68.1,5.5,5.3,39.2,4.2,40.4,16.2,0,100,495,NA,NA,40.7712508960005,-73.9246016709997
"30Q301","ACADEMY FOR CAREERS IN TELEVISION AND FILM",98,410,440,405,1255,NA,NA,NA,NA,NA,30,"Q301",22.3636363636364,25.4545454545455,17.2727272727273,54.1,2.9,14.6,6,20.5,53.5,18.9,53.2,46.8,419,NA,NA,40.7411373280005,-73.9496885989997
"30Q445","WILLIAM CULLEN BRYANT HIGH SCHOOL",395,414,449,412,1275,243,330,97,1.35802469135802,29.3939393939394,30,"Q445",29.25,34.5,18.25,33.7,17.9,12.1,28.9,7.3,48.8,14.5,53.7,46.3,2945,55.4,13.6,40.7581246750005,-73.9103333089997
"30Q450","LONG ISLAND CITY HIGH SCHOOL",392,403,420,395,1218,406,805,169,1.98275862068966,20.9937888198758,30,"Q450",25,31.9473684210526,14.2631578947368,62.8,13.2,13.8,13.2,11.4,62.7,12.5,51.3,48.7,3386,58.5,12.8,40.7657639380005,-73.9327259849997
"30Q501","FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL",174,504,496,494,1494,108,136,38,1.25925925925926,27.9411764705882,30,"Q501",27.88,33.5333333333333,20.5333333333333,29.7,0.1,1.9,8.7,16.9,27.2,46.3,30,70,756,94.7,1.8,40.7565280740005,-73.9251406439997
"30Q502","INFORMATION TECHNOLOGY HIGH SCHOOL",148,407,434,398,1239,51,74,13,1.45098039215686,17.5675675675676,30,"Q502",26.8352941176471,31.3529411764706,19.5294117647059,73.7,9.6,16,15.6,18.1,56.6,9.4,71.8,28.2,917,67.4,12.4,40.7479235230004,-73.9465656589997
"30Q555","NEWCOMERS HIGH SCHOOL",143,323,475,329,1127,119,163,140,1.36974789915966,85.8895705521472,30,"Q555",26.9764705882353,30.8235294117647,20,81.2,90.3,0,48.3,5.6,43.5,2.6,53.2,46.8,932,66.4,14.5,40.7513808340005,-73.9374497189996
"30Q575","ACADEMY OF AMERICAN STUDIES",135,487,492,491,1470,101,170,119,1.68316831683168,70,30,"Q575",31.0947368421053,34.1578947368421,26.3684210526316,52.4,5.7,8,29.1,6.8,34.7,29.4,45,55,704,80.6,1.9,40.7513005780005,-73.9374238769997
"30Q580","BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION",61,524,568,544,1636,NA,NA,NA,NA,NA,30,"Q580",20.4692307692308,23.0769230769231,17.3076923076923,32.2,0,0.2,34.8,3.2,24.3,37.3,44.8,55.2,440,98.6,1.4,40.7551748330005,-73.9268236139997
"31R047","CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES",137,452,451,450,1353,NA,NA,NA,NA,NA,31,"R047",25.66875,30.0625,20.125,29,0.2,13.9,11.5,12,17.9,58.5,41.5,58.5,532,95,1.3,40.5820220260005,-74.1578484189996
"31R064","GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL",61,398,412,385,1195,NA,NA,NA,NA,NA,31,"R064",24.35,28.5,20.25,35.4,1,22.8,5.9,15.7,17.6,60,52,48,408,NA,NA,40.5820220260005,-74.1578484189996
"31R080","THE MICHAEL J. PETRIDES SCHOOL",107,472,488,466,1426,162,243,66,1.5,27.1604938271605,31,"R080",30.2722222222222,34.4444444444444,24.6111111111111,32.3,1.6,18.5,8.1,18.8,16.9,55.9,49.2,50.8,1308,88.5,2.7,40.6074530240004,-74.1014822299996
"31R440","NEW DORP HIGH SCHOOL",391,424,437,416,1277,96,118,62,1.22916666666667,52.5423728813559,31,"R440",28.2,34.5555555555556,17,42.3,5.9,16.9,7,12.1,27.3,53.3,52.5,47.5,2658,73.7,8.8,40.5691824270005,-74.1073008079996
"31R445","PORT RICHMOND HIGH SCHOOL",271,424,438,417,1279,194,304,76,1.56701030927835,25,31,"R445",28.0789473684211,33.1052631578947,17.7368421052632,53.3,5.3,20.9,6.8,30.9,37.6,24.2,54.8,45.2,2151,63.6,10.6,40.6338429870005,-74.1421068889996
"31R450","CURTIS HIGH SCHOOL",375,437,435,429,1301,247,295,90,1.19433198380567,30.5084745762712,31,"R450",27.3117647058824,33.8823529411765,16.1764705882353,54.3,6.1,14.7,7.3,38.4,31.9,21.8,46.4,53.6,2552,69.2,9.7,40.6447449010005,-74.0813412739997
"31R455","TOTTENVILLE HIGH SCHOOL",807,462,486,470,1418,396,687,206,1.73484848484848,29.9854439592431,31,"R455",30.2,34.0526315789474,21.8947368421053,18.4,1.4,13.9,5.4,2.1,9.9,82.1,49.6,50.4,3875,82,8.1,40.5282287670005,-74.1921536979996
"31R460","SUSAN E. WAGNER HIGH SCHOOL",535,455,474,459,1388,279,408,175,1.46236559139785,42.8921568627451,31,"R460",29.2473684210526,34.2105263157895,18,41.4,3.4,18.8,14.6,11.3,24.1,49.4,50.8,49.2,3243,75.9,8,40.5986523860005,-74.1231047589996
"31R470","CONCORD HIGH SCHOOL",10,466,455,414,1335,NA,NA,NA,NA,NA,31,"R470",22.1142857142857,26,19.4285714285714,56.9,2.2,17.3,1.7,38,39.7,19.6,45.8,54.2,179,34.6,21.2,NA,NA
"31R600","RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",94,416,422,397,1235,NA,NA,NA,NA,NA,31,"R600",28.28,31.8666666666667,22.8666666666667,59.7,3.6,26.2,4.6,40.3,33.2,21.6,67.1,32.9,675,55.4,9.7,40.6427410440005,-74.0787110629996
"31R605","STATEN ISLAND TECHNICAL HIGH SCHOOL",227,635,682,636,1953,528,905,809,1.71401515151515,89.3922651933702,31,"R605",29.5882352941176,33.1764705882353,21.2941176470588,17,0.1,0.5,31.8,1.1,5.3,61.3,57,43,1104,99.7,0,40.5679130030005,-74.1153622429996
"31R607","YOUNG ADULT BOROUGH CENTER AT STATEN IS TECH HS",10,405,375,370,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32K403","ACADEMY FOR ENVIRONMENTAL LEADERSHIP",50,380,366,352,1098,NA,NA,NA,NA,NA,32,"K403",22.40625,26.875,18.4375,88.7,32.9,17.7,0.6,21,77.1,0.8,50,50,362,66.7,10.1,40.6969618480005,-73.9108159389996
"32K545","EBC HIGH SCHOOL FOR PUBLIC SERVICE–BUSHWICK",88,384,409,361,1154,47,64,13,1.36170212765957,20.3125,32,"K545",22.9588235294118,28.5294117647059,16.2941176470588,86.9,15.3,12.2,1.7,9.2,88.1,0.7,52.1,47.9,606,62.7,3.7,40.6944818450005,-73.9291535279996
"32K549","BUSHWICK SCHOOL FOR SOCIAL JUSTICE",75,348,353,334,1035,NA,NA,NA,NA,NA,32,"K549",22.76,25.8666666666667,19.8666666666667,75.1,18.2,18.4,0.5,28.3,68.7,1.8,48.4,51.6,434,76.3,9.3,40.6969618480005,-73.9108159389996
"32K552","ACADEMY OF URBAN PLANNING",67,342,364,354,1060,76,100,10,1.31578947368421,10,32,"K552",23.9,28,19.9375,77.1,23.9,22.1,1.5,26.4,70.4,1,54.5,45.5,398,47.8,8.7,40.6969618480005,-73.9108159389996
"32K554","ALL CITY LEADERSHIP SECONDARY SCHOOL",39,428,465,422,1315,7,8,NA,1.14285714285714,NA,32,"K554",17.79375,21.625,14.75,81.4,2.7,4.9,5.3,12.9,79.5,1.5,52.1,47.9,263,83.7,4.7,40.6974077960004,-73.9131534619997
"32K556","BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE",23,347,358,350,1055,34,35,18,1.02941176470588,51.4285714285714,32,"K556",25.06,30,18.3333333333333,88,18.2,18.6,0.9,21.2,77.3,0,53.2,46.8,462,55.6,18.8,40.6949957630005,-73.9279862669997
"32K564","BUSHWICK COMMUNITY HIGH SCHOOL",24,359,317,358,1034,NA,NA,NA,NA,NA,32,"K564",24.9642857142857,28.5714285714286,20.0714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,40.6,NA,NA
"75K371","P.S. 371 s LILLIAN L. RASHKIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75M035","P.S. 035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75Q256","P.S. Q256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75Q811","P.S. Q811",32,429,444,433,1306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75R025","SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75X012","P.S. X012 LEWIS AND CLARK SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75X754","J. M. RAPPORT SCHOOL CAREER DEVELOPMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79M645","SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79Q950","GED PLUS s CITYWIDE",8,496,400,426,1322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79X490","PHOENIX ACADEMY",9,367,370,360,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18K415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,15.7,NA,NA
"18K500",NA,NA,NA,NA,NA,NA,11,14,NA,1.27272727272727,NA,18,"K500",21.3888888888889,24.4444444444444,17.8888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2,22.5,NA,NA
"21K400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7,29.2,NA,NA
"29Q420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
